Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
2255	Cofilin-actin-CAP1 complex	ENSG00000075624,ENSG00000131236,ENSG00000172757	Human	2255
2256	RIAM-Rap1-GTP complex	ENSG00000077420,ENSG00000116473	Human	2256
2318	ITGA6-ITGB4-Laminin10/12 complex	ENSG00000091409,ENSG00000132470,ENSG00000130702,ENSG00000091136,ENSG00000135862	Human	2318
2319	ITGA6-ITGB4-Laminin10/12 complex	ENSG00000091409,ENSG00000132470,ENSG00000130702,ENSG00000172037,ENSG00000135862	Human	2319
2320	ITGA6-ITGB4-CD151 complex	ENSG00000177697,ENSG00000091409,ENSG00000132470	Human	2320
2321	ITGA6-ITGB4-FYN complex	ENSG00000010810,ENSG00000091409,ENSG00000132470	Human	2321
2322	ITGA6-ITGB4-LAMA5 complex	ENSG00000091409,ENSG00000132470,ENSG00000130702	Human	2322
2323	ITGA6-ITGB4 complex	ENSG00000091409,ENSG00000132470	Human	2323
2342	ITGAV-ITGB8-MMP14-TGFB1 complex	ENSG00000105855,ENSG00000157227,ENSG00000105329	Human	2342
2343	ITGAV-ITGB5-PLAUR complex	ENSG00000082781,ENSG00000011422	Human	2343
2345	ITGAV-ITGB5-ICAM4 complex	ENSG00000105371,ENSG00000082781	Human	2345
2346	ITGAV-ITGB5-ADAM9 complex	ENSG00000168615,ENSG00000082781	Human	2346
2347	ITGAV-ITGB5-SPP1 complex	ENSG00000082781,ENSG00000118785	Human	2347
2348	ITGAV-ITGB5-CYR61 complex	ENSG00000142871,ENSG00000082781	Human	2348
2350	ITGAV-ITGB5 complex	ENSG00000082781	Human	2350
2351	ITGB6-FYN-FN1 complex	ENSG00000115414,ENSG00000010810,ENSG00000115221	Human	2351
2352	ITGAV-ITGB6-SPP1 complex	ENSG00000115221,ENSG00000118785	Human	2352
2353	ITGAV-ITGB6-TGFB3 complex	ENSG00000115221,ENSG00000119699	Human	2353
2354	ITGAV-ITGB6 complex	ENSG00000115221	Human	2354
2355	ITGAV-ITGB3-CD47-FCER2 complex	ENSG00000196776,ENSG00000104921,ENSG00000056345	Human	2355
2356	ITGB3-ITGAV-CD47 complex	ENSG00000196776,ENSG00000056345	Human	2356
2358	ITGAV-ITGB3-SPP1 complex	ENSG00000056345,ENSG00000118785	Human	2358
2359	ITGAV-ITGB3-ADAM15 complex	ENSG00000143537,ENSG00000056345	Human	2359
2360	Itgav-Itgb3-Gsn complex	ENSG00000148180,ENSG00000056345	Mouse	2360
2362	ITAGV-ITGB3-F11R complex	ENSG00000158769,ENSG00000056345	Human	2362
2363	ITGAV-ITGB3-PXN-PTK2b complex	ENSG00000056345,ENSG00000120899,ENSG00000089159	Human	2363
2364	ITGAV-ITGB3-ADAM23 complex	ENSG00000114948,ENSG00000056345	Human	2364
2365	ITGAV-ITGB3-COL4A3 complex	ENSG00000169031,ENSG00000056345	Human	2365
2366	ITGAV-ITGB3-PPAP2b complex	ENSG00000056345,ENSG00000162407	Human	2366
2369	ITGAV-ITGB3-EGFR complex	ENSG00000146648,ENSG00000056345	Human	2369
2370	ITGA2b-ITGB3-CD9 complex	ENSG00000010278,ENSG00000005961,ENSG00000056345	Human	2370
2374	ITGAV-ITGB3-LAMA4 complex	ENSG00000056345,ENSG00000112769	Human	2374
2375	FN1-TGM2 complex	ENSG00000115414,ENSG00000198959	Human	2375
2376	ITGA2B-ITGB3-FN1-TGM2 complex	ENSG00000115414,ENSG00000005961,ENSG00000056345,ENSG00000198959	Human	2376
2377	ITGA2b-ITGB3-CD47-SRC complex	ENSG00000196776,ENSG00000005961,ENSG00000056345,ENSG00000197122	Human	2377
2378	ITGA2b-ITGB3-TLN1 complex	ENSG00000005961,ENSG00000056345,ENSG00000137076	Human	2378
2379	ITGA2B-ITGB3-CIB1 complex	ENSG00000185043,ENSG00000005961,ENSG00000056345	Human	2379
2381	ITGA2B-ITGB3 complex	ENSG00000005961,ENSG00000056345	Human	2381
2382	ITGA2B-ITGB3-F11R complex	ENSG00000158769,ENSG00000005961,ENSG00000056345	Human	2382
2383	ITGA5-ITGB1-FN1-TGM2 complex	ENSG00000115414,ENSG00000161638,ENSG00000150093,ENSG00000198959	Human	2383
2384	ITGA5-ITGB1-ADAM15 complex	ENSG00000143537,ENSG00000161638,ENSG00000150093	Human	2384
2385	ITGA5-ITGB4 complex	ENSG00000161638,ENSG00000150093	Human	2385
2386	Itga-Itgb1-Ppap2b complex	ENSG00000161638,ENSG00000150093,ENSG00000162407	Mouse	2386
2388	Itga5-Itgb1-Fn1-Sfrp2 complex	ENSG00000145423	Dog	2388
2390	CD98-LAT2-ITGB1 complex	ENSG00000150093,ENSG00000092068,ENSG00000168003,ENSG00000103257	Human	2390
2395	ITGA7-ITGB1-CD151 complex	ENSG00000177697,ENSG00000135424,ENSG00000150093	Human	2395
2398	ITGA3-ITGB1-BSG complex	ENSG00000172270,ENSG00000005884,ENSG00000150093	Human	2398
2399	ITGA3-ITGB1-CD63 complex	ENSG00000135404,ENSG00000005884,ENSG00000150093	Human	2399
2400	ITGA3-ITGB1-CD151 complex	ENSG00000177697,ENSG00000005884,ENSG00000150093	Human	2400
2401	ITGA3-ITGB1-THBS1 complex	ENSG00000005884,ENSG00000150093,ENSG00000137801	Human	2401
2402	Itga3-Itgb1-Tgm2 complex	ENSG00000150093,ENSG00000198959	Rat	2402
2406	ITGA3-ITGB1 complex	ENSG00000005884,ENSG00000150093	Human	2406
2411	ITGA6-ITGB1-CD151 complex	ENSG00000177697,ENSG00000091409,ENSG00000150093	Human	2411
2413	ITGA6-ITGB1 complex	ENSG00000091409,ENSG00000150093	Human	2413
2417	ITGA4-ITGB1-EMILIN1 complex	ENSG00000138080,ENSG00000115232,ENSG00000150093	Human	2417
2418	ITGA4-ITGB1 complex	ENSG00000115232,ENSG00000150093	Human	2418
2419	ITGA4-ITGB1-CD81 complex	ENSG00000110651,ENSG00000115232,ENSG00000150093	Human	2419
2420	ITGA4-ITGB1-CD53 complex	ENSG00000143119,ENSG00000115232,ENSG00000150093	Human	2420
2421	ITGA4-ITGB1-VCAM1 complex	ENSG00000115232,ENSG00000150093,ENSG00000162692	Human	2421
2422	ITGA4-ITGB1-JAM2 complex	ENSG00000115232,ENSG00000150093,ENSG00000154721	Human	2422
2423	ITGA4-ITGB1-CD47 complex	ENSG00000196776,ENSG00000115232,ENSG00000150093	Human	2423
2426	ITGA4-ITGB1-THBS1 complex	ENSG00000115232,ENSG00000150093,ENSG00000137801	Human	2426
2427	Itga4-Itgb1-Adam2 complex	ENSG00000104755,ENSG00000115232,ENSG00000150093	Mouse	2427
2428	ITGA4-ITGB1-THBS2 complex	ENSG00000115232,ENSG00000150093,ENSG00000186340	Human	2428
2429	ITGA2-ITGB1-CD47 complex	ENSG00000196776,ENSG00000164171,ENSG00000150093	Human	2429
2430	ITGA2-ITGB1-CHAD complex	ENSG00000136457,ENSG00000164171,ENSG00000150093	Human	2430
2431	ITGA2-ITGB1-COL6A3 complex	ENSG00000163359,ENSG00000164171,ENSG00000150093	Human	2431
2432	ITGA2-ITGB1 complex	ENSG00000164171,ENSG00000150093	Human	2432
2433	Itga5-Itgb1-Tgm2 complex	ENSG00000161638,ENSG00000150093,ENSG00000198959	Rat	2433
2434	ITGA1-ITGB1-COL6A3 complex	ENSG00000163359,ENSG00000213949,ENSG00000150093	Human	2434
2435	ITGA1-ITGB1-PTPN2 complex	ENSG00000213949,ENSG00000150093,ENSG00000175354	Human	2435
2436	ITGAV-ITGB1 complex	ENSG00000150093	Human	2436
2437	ITGA6-ITGB1-CYR61 complex	ENSG00000142871,ENSG00000091409,ENSG00000150093	Human	2437
2440	ITGA9-ITGB1-ADAM9 complex	ENSG00000168615,ENSG00000144668,ENSG00000150093	Human	2440
2442	ITGA9-ITGB1-VCAM1 complex	ENSG00000144668,ENSG00000150093,ENSG00000162692	Human	2442
2443	ITGA9-ITGB1-TNC complex	ENSG00000144668,ENSG00000150093,ENSG00000041982	Human	2443
2444	ITGB1-ITGA9 complex	ENSG00000144668,ENSG00000150093	Human	2444
2445	ITGA9-ITGB1-ADAM15 complex	ENSG00000143537,ENSG00000144668,ENSG00000150093	Human	2445
2446	ITGA9-ITGB1-FIGF complex	ENSG00000165197,ENSG00000144668,ENSG00000150093	Human	2446
2447	ITGA9-ITGB1-ADAM12 complex	ENSG00000148848,ENSG00000144668,ENSG00000150093	Human	2447
2470	p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	ENSG00000050820,ENSG00000091831,ENSG00000145675,ENSG00000197122	Human	2470
2528	ERBB2-MEMO-SHC complex	ENSG00000141736,ENSG00000162959,ENSG00000160691	Human	2528
2529	LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	ENSG00000110395,ENSG00000177885,ENSG00000213658,ENSG00000043462,ENSG00000145675,ENSG00000124181,ENSG00000141968	Human	2529
2534	Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated	ENSG00000110395,ENSG00000177885,ENSG00000043462	Human	2534
2535	SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated	ENSG00000110395,ENSG00000177885,ENSG00000043462,ENSG00000160691	Human	2535
2536	PLC-gamma-2-SLP-76-Lyn-Grb2 complex	ENSG00000177885,ENSG00000043462,ENSG00000147507,ENSG00000197943	Human	2536
2537	PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated	ENSG00000197943,ENSG00000075651,ENSG00000154229	Human	2537
2539	Lab-Grb2 complex, BCR stimulated	ENSG00000177885,ENSG00000086730	Mouse	2539
2541	HGF-Met complex	ENSG00000019991,ENSG00000105976	Human	2541
2542	EGFR-CBL-GRB2 complex	ENSG00000110395,ENSG00000146648,ENSG00000177885	Human	2542
2545	Grb2-mSos1 complex	ENSG00000177885,ENSG00000115904	Mouse	2545
2547	PLC-gamma-1-SLP-76-SOS1-LAT complex	ENSG00000213658,ENSG00000043462,ENSG00000124181,ENSG00000115904	Human	2547
2548	Egfr-Grb2-mSos1 complex, EGF stimulated	ENSG00000146648,ENSG00000177885,ENSG00000115904	Mouse	2548
2553	Shc-Grb2-mSos1 complex, EGF stimulated	ENSG00000177885,ENSG00000160691,ENSG00000115904	Mouse	2553
2559	p56(LCK)-CAML complex	ENSG00000164615,ENSG00000182866	Human	2559
2560	Nephrin-cadherin complex (Nphs1, Ctnnd1, ZO-1, Cd2ap)	ENSG00000104067	Dog	2560
2561	Nephrin-cadherin complex (Nphs1, Cask, Cd2ap)	ENSG00000147044,ENSG00000198087,ENSG00000161270	Rat	2561
2563	FGFR2-c-Cbl-Lyn-Fyn complex	ENSG00000110395,ENSG00000066468,ENSG00000010810,ENSG00000147507	Human	2563
2564	p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated	ENSG00000010810,ENSG00000147507,ENSG00000145715,ENSG00000176105	Human	2564
2565	CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	ENSG00000010810,ENSG00000182866,ENSG00000147507,ENSG00000156738	Human	2565
2568	Slam-SAP-FynT complex	ENSG00000010810,ENSG00000183918,ENSG00000117090	Mouse	2568
2569	Slam-SAP-SHIP complex	ENSG00000168918,ENSG00000183918,ENSG00000117090	Mouse	2569
2570	Slam-SAP complex	ENSG00000183918,ENSG00000117090	Mouse	2570
2573	Class C VPS/HOPS complex	ENSG00000102189,ENSG00000144566,ENSG00000160695,ENSG00000215305,ENSG00000104142,ENSG00000166887	Human	2573
2574	CD19-Vav-PI 3-kinase (p85 subunit) complex	ENSG00000177455,ENSG00000145675,ENSG00000141968	Human	2574
2577	Sam68-p85 P13K-IRS-1-IR signaling complex	ENSG00000171105,ENSG00000169047,ENSG00000121774,ENSG00000145675	Human	2577
2578	Sam68-p120GAP complex	ENSG00000121774,ENSG00000145715	Human	2578
2579	Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)	ENSG00000178999,ENSG00000089685	Human	2579
2580	Survivin homodimer complex	ENSG00000089685	Human	2580
2581	RasGAP-AURKA/AURKB-survivin complex	ENSG00000089685,ENSG00000145715,ENSG00000087586,ENSG00000178999	Human	2581
2583	CSK-GAP-A.p62 complex	ENSG00000103653,ENSG00000121774	Mouse	2583
2584	c-Src-Muc1 complex	ENSG00000103653,ENSG00000185499	Mouse	2584
2585	KLC1-nKHC-uKHC kinesin complex	ENSG00000155980,ENSG00000170759,ENSG00000126214	Mouse	2585
2586	KLC2-nKHC-uKHC kinesin complex	ENSG00000155980,ENSG00000170759,ENSG00000174996	Mouse	2586
2587	nKHC-KLC1-KLC2 kinesin complex	ENSG00000155980,ENSG00000126214,ENSG00000174996	Mouse	2587
2589	PGC-1-SRp40-SRp55-SRp75 complex	ENSG00000109819,ENSG00000116350,ENSG00000100650,ENSG00000124193	Human	2589
2590	FOXO1-FHL2-SIRT1 complex	ENSG00000115641,ENSG00000150907,ENSG00000096717	Human	2590
2591	SIRT1-HNF4-alpha-PGC-1-alpha complex, in response to fasting	ENSG00000101076,ENSG00000109819,ENSG00000096717	Mouse	2591
2592	SIRT1 homotrimer complex	ENSG00000096717	Human	2592
2593	FOXO3-SIRT1 complex, oxidative stress stimulated	ENSG00000118689,ENSG00000096717	Human	2593
2598	NELF complex (Negative elongation factor complex)	ENSG00000188986,ENSG00000101158,ENSG00000185049	Human	2598
2599	POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	ENSG00000129315,ENSG00000136807,ENSG00000165934,ENSG00000115053,ENSG00000181222,ENSG00000109819	Human	2599
2600	BRD4 complex	ENSG00000141867,ENSG00000129315,ENSG00000136807,ENSG00000125686,ENSG00000184634,ENSG00000180182,ENSG00000042429,ENSG00000008838	Human	2600
2601	P-TEFb-BRD4-TRAP220 complex	ENSG00000141867,ENSG00000129315,ENSG00000136807,ENSG00000125686	Human	2601
2604	P-TEFb-SKP2 complex	ENSG00000129315,ENSG00000136807,ENSG00000145604	Human	2604
2638	HES1 promoter corepressor complex	ENSG00000134058,ENSG00000005339,ENSG00000100393,ENSG00000181222,ENSG00000168214,ENSG00000109111	Human	2638
2639	HES1 promoter-Notch enhancer complex	ENSG00000129315,ENSG00000134058,ENSG00000132964,ENSG00000136807,ENSG00000100393,ENSG00000161021,ENSG00000125686,ENSG00000148400,ENSG00000181222,ENSG00000168214,ENSG00000132376,ENSG00000092201,ENSG00000109111	Human	2639
2657	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	ENSG00000134480,ENSG00000134058,ENSG00000091831,ENSG00000196591,ENSG00000020426,ENSG00000182979	Human	2657
2670	Er-alpha-p53-hdm2 complex	ENSG00000091831,ENSG00000135679,ENSG00000141510	Human	2670
2678	FOXO3-TP53 complex, oxidative stress stimulated	ENSG00000118689,ENSG00000141510	Human	2678
2679	p53-SP1 complex	ENSG00000185591,ENSG00000141510	Human	2679
2681	p53 homotetramer complex	ENSG00000141510	Human	2681
2682	Bcl-xL-p53-PUMA complex, DNA damage induced	ENSG00000171552,ENSG00000141510	Mouse	2682
2685	RNA polymerase II (RNAPII)	ENSG00000060069,ENSG00000137947,ENSG00000125651,ENSG00000188342,ENSG00000181222,ENSG00000047315,ENSG00000102978,ENSG00000144231,ENSG00000099817,ENSG00000100142,ENSG00000168002,ENSG00000163882,ENSG00000105258,ENSG00000005075,ENSG00000147669,ENSG00000177700,ENSG00000103932	Human	2685
2686	BRCA1-core RNA polymerase II complex	ENSG00000012048,ENSG00000181222,ENSG00000047315,ENSG00000102978,ENSG00000144231,ENSG00000099817,ENSG00000100142,ENSG00000168002,ENSG00000163882,ENSG00000105258,ENSG00000005075,ENSG00000147669,ENSG00000177700	Human	2686
2688	MT1-MMP-claudin-1 complex	ENSG00000163347,ENSG00000157227	Human	2688
2689	Fra1-JunB DNA-protein complex	ENSG00000175592,ENSG00000171223	Rat	2689
2690	Atf2-c-Jun-c-Myc complex	ENSG00000115966,ENSG00000177606,ENSG00000136997	Rat	2690
2692	SMAD3-SMAD4-cJun-cFos complex	ENSG00000170345,ENSG00000177606,ENSG00000166949,ENSG00000141646	Human	2692
2693	NFAT-JUN-FOS DNA-protein complex	ENSG00000170345,ENSG00000177606,ENSG00000101096	Human	2693
2694	ERG-JUN-FOS DNA-protein complex	ENSG00000157554,ENSG00000170345,ENSG00000177606	Human	2694
2695	ETS2-FOS-JUN complex	ENSG00000157557,ENSG00000170345,ENSG00000177606	Human	2695
2699	ER-alpha-GRIP1-c-Jun complex	ENSG00000091831,ENSG00000155974,ENSG00000177606	Human	2699
2700	ER-alpha-c-Jun complex	ENSG00000091831,ENSG00000177606	Human	2700
2704	Ectodermin-SMAD4 complex	ENSG00000141646,ENSG00000197323	Human	2704
2705	SMAD3-SMAD4-CTCF protein-DNA complex	ENSG00000102974,ENSG00000166949,ENSG00000141646	Human	2705
2706	SMAD3-SMAD4-SP1 complex	ENSG00000166949,ENSG00000141646,ENSG00000185591	Human	2706
2707	SMAD3-SMAD4-FOXO3-FOXG1 complex	ENSG00000176165,ENSG00000118689,ENSG00000166949,ENSG00000141646	Human	2707
2708	SMAD3-SMAD4-cJUN complex	ENSG00000177606,ENSG00000166949,ENSG00000141646	Human	2708
2709	MMP-9-TIMP-1-LRP complex	ENSG00000123384,ENSG00000100985,ENSG00000102265	Human	2709
2710	LRP-1-Alpha-2-M-annexin VI complex	ENSG00000175899,ENSG00000197043,ENSG00000123384	Human	2710
2711	Amyloid beta protein oligomer	ENSG00000142192	Human	2711
2714	Ubiquitin E3 ligase (CHEK1, CUL1)	ENSG00000149554,ENSG00000055130	Human	2714
2715	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	ENSG00000198612,ENSG00000055130,ENSG00000108094,ENSG00000036257,ENSG00000169727,ENSG00000100387,ENSG00000113558,ENSG00000145604	Human	2715
2717	Ubiquitin E3 ligase (TRIM25, DDX58)	ENSG00000107201,ENSG00000121060	Human	2717
2718	MAD2-CDC20 complex	ENSG00000117399,ENSG00000164109	Human	2718
2719	Casein kinase II-HMG1 complex	ENSG00000101266,ENSG00000070770	Human	2719
2720	Casein kinase II complex	ENSG00000101266,ENSG00000070770	Human	2720
2721	HCF-1 complex	ENSG00000129691,ENSG00000172534,ENSG00000116478,ENSG00000196591,ENSG00000170606,ENSG00000044574,ENSG00000109971,ENSG00000147162,ENSG00000162521,ENSG00000102054,ENSG00000164105,ENSG00000099381,ENSG00000169375,ENSG00000127511,ENSG00000185591,ENSG00000111707,ENSG00000196363,ENSG00000080824,ENSG00000096384	Human	2721
2723	ATM-NBS1 complex	ENSG00000149311,ENSG00000104320	Human	2723
2726	PXN-ITGB5-PTK2 complex	ENSG00000082781,ENSG00000169398,ENSG00000089159	Human	2726
2727	SRC-3 complex	ENSG00000213341,ENSG00000005339,ENSG00000104365,ENSG00000073009,ENSG00000140396,ENSG00000124151	Human	2727
2728	SRC-1 complex	ENSG00000005339,ENSG00000084676,ENSG00000140396	Human	2728
2729	PIP complex	ENSG00000166333,ENSG00000169756,ENSG00000197702	Mouse	2729
2730	Set1B complex	ENSG00000129691,ENSG00000108100,ENSG00000117222,ENSG00000139718,ENSG00000196363,ENSG00000164091	Human	2730
2731	Set1A complex	ENSG00000129691,ENSG00000108100,ENSG00000117222,ENSG00000099381,ENSG00000196363,ENSG00000164091	Human	2731
2732	Translocon-associated protein complex (TRAP complex)	ENSG00000124783	Dog	2732
2733	Aph1a-pPsen1-nNcstn complex	ENSG00000117362,ENSG00000162736,ENSG00000080815	Rat	2733
2736	TAJ-NgR1-LINGO-1 signaling complex	ENSG00000169783,ENSG00000040608,ENSG00000127863	Human	2736
2738	BLM complex II	ENSG00000197299,ENSG00000178966,ENSG00000132383,ENSG00000117748,ENSG00000106399,ENSG00000177302	Human	2738
2739	FA complex (Fanconi anemia complex)	ENSG00000197299,ENSG00000187741,ENSG00000181544,ENSG00000158169,ENSG00000112039,ENSG00000183161,ENSG00000221829,ENSG00000115392,ENSG00000178966,ENSG00000132383,ENSG00000177302	Human	2739
2742	Gata2-Tal1-Tcf3-Lmo2 complex	ENSG00000179348,ENSG00000135363,ENSG00000162367,ENSG00000071564	Mouse	2742
2743	TRAF6-MALT1 complex	ENSG00000172175,ENSG00000175104	Human	2743
2744	TRAF2-MALT1 complex	ENSG00000172175,ENSG00000127191	Human	2744
2745	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	ENSG00000142867,ENSG00000172175,ENSG00000055208,ENSG00000175104,ENSG00000124208	Human	2745
2746	NMDA receptor complex	ENSG00000176884,ENSG00000183454	Rat	2746
2747	Gata1-Fog1 complex	ENSG00000102145,ENSG00000179588	Mouse	2747
2749	SETDB1-containing HMTase complex	ENSG00000171681,ENSG00000143379	Human	2749
2750	Gata1-Fog1-MeCP1 complex	ENSG00000111642,ENSG00000102145,ENSG00000143614,ENSG00000196591,ENSG00000134046,ENSG00000071655,ENSG00000182979,ENSG00000149480,ENSG00000057935,ENSG00000162521,ENSG00000102054,ENSG00000179588	Mouse	2750
2752	CARMA1-BCL10-MALT1 complex	ENSG00000142867,ENSG00000198286,ENSG00000172175	Human	2752
2753	FYB-CARMA1-BCL-10-MALT1 complex	ENSG00000142867,ENSG00000198286,ENSG00000082074,ENSG00000172175	Human	2753
2754	JUND-FOSB-SMAD3-SMAD4 complex	ENSG00000125740,ENSG00000130522,ENSG00000166949,ENSG00000141646	Human	2754
2755	17S U2 snRNP	ENSG00000085872,ENSG00000145833,ENSG00000109606,ENSG00000126698,ENSG00000064961,ENSG00000144381,ENSG00000100410,ENSG00000179950,ENSG00000134453,ENSG00000099995,ENSG00000104897,ENSG00000183431,ENSG00000115524,ENSG00000087365,ENSG00000143368,ENSG00000169976,ENSG00000136450,ENSG00000119953,ENSG00000131876,ENSG00000125870,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004,ENSG00000143977,ENSG00000163714,ENSG00000126602,ENSG00000160201,ENSG00000063244	Human	2755
2756	Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2)	ENSG00000177889,ENSG00000169139	Human	2756
2757	SMN complex, U7 snRNA specific	ENSG00000181817,ENSG00000155858,ENSG00000100028,ENSG00000182004,ENSG00000143977	Human	2757
2758	TRIKA2 protein kinase complex (TAK1, TAB1, TAB2)	ENSG00000100324,ENSG00000055208,ENSG00000135341	Human	2758
2759	MBD1-MCAF complex	ENSG00000171681,ENSG00000141644	Human	2759
2760	SMAD3-SMAD4-FOXO3 complex	ENSG00000118689,ENSG00000166949,ENSG00000141646	Human	2760
2761	SMAD3-SMAD4-FOXO1 complex	ENSG00000150907,ENSG00000166949,ENSG00000141646	Human	2761
2762	SMAD3-SMAD4-FOXO4 complex	ENSG00000184481,ENSG00000166949,ENSG00000141646	Human	2762
2763	MBD1-Suv39h1-HP1 complex	ENSG00000094916,ENSG00000141644,ENSG00000101945	Human	2763
2764	PRMT5 complex	ENSG00000100462	Human	2764
2766	TERF2-RAP1 complex	ENSG00000020922,ENSG00000113522,ENSG00000132604,ENSG00000166848,ENSG00000092330,ENSG00000079246,ENSG00000196419	Human	2766
2767	RAD50-MRE11-NBN-p200-p350 complex	ENSG00000020922,ENSG00000104320,ENSG00000113522	Human	2767
2768	IKK complex (NEMO, IKKB)	ENSG00000104365,ENSG00000073009	Rat	2768
2769	IKK complex (NEMO)	ENSG00000073009	Rat	2769
2770	ITGA6-ITGB4-CD9 complex	ENSG00000010278,ENSG00000091409,ENSG00000132470	Human	2770
2771	RAD51-DMC1 complex	ENSG00000100206,ENSG00000051180	Mouse	2771
2772	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	ENSG00000008405,ENSG00000055130,ENSG00000005812,ENSG00000113558	Human	2772
2773	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	ENSG00000121671,ENSG00000055130,ENSG00000005812,ENSG00000113558	Human	2773
2774	MDC1-H2AFX-TP53BP1 complex	ENSG00000188486,ENSG00000067369	Human	2774
2775	MDC1-p53BP1-SMC1 complex	ENSG00000072501,ENSG00000067369	Human	2775
2776	RAD50-BRCA1 complex	ENSG00000012048,ENSG00000113522	Human	2776
2777	Ecsit complex (Ecsit2-Smad4)	ENSG00000130159,ENSG00000141646	Mouse	2777
2778	Ecsit complex (Ecsit2-Smad1)	ENSG00000130159,ENSG00000170365	Mouse	2778
2779	Ecsit complex (Smad1-Smad4-Ecsit2)	ENSG00000130159,ENSG00000170365,ENSG00000141646	Mouse	2779
2780	Rab1-GTP-GM130 complex	ENSG00000138069	Rat	2780
2781	Rab1-GTP-p115 complex	ENSG00000138069,ENSG00000138768	Rat	2781
2782	Rab1-GTP-GM130-GRASP65 complex	ENSG00000114745,ENSG00000138069	Rat	2782
2783	BARD1-BRCA1-CSTF64 complex	ENSG00000138376,ENSG00000012048,ENSG00000101811	Human	2783
2784	Alpha-2-M enhanceosome DNA-protein complex	ENSG00000170345,ENSG00000177606,ENSG00000113580,ENSG00000143190,ENSG00000168610	Rat	2784
2786	BRCA1 A complex	ENSG00000138376,ENSG00000012048,ENSG00000163322,ENSG00000087206	Human	2786
2787	BRCA1 C complex	ENSG00000138376,ENSG00000012048,ENSG00000101773,ENSG00000087206	Human	2787
2788	BRCA1 B complex	ENSG00000156273,ENSG00000138376,ENSG00000012048	Human	2788
2789	ETS2-ERG complex	ENSG00000157554,ENSG00000157557	Human	2789
2790	ETS2-ETS1 complex	ENSG00000134954,ENSG00000157557	Human	2790
2794	ATF2-c-Jun complex	ENSG00000115966,ENSG00000177606	Rat	2794
2796	FosB-JunB DNA-protein complex	ENSG00000171223	Rat	2796
2797	PCNA-CHL12-RFC2-5 complex	ENSG00000127586,ENSG00000132646,ENSG00000049541,ENSG00000133119,ENSG00000163918,ENSG00000111445	Human	2797
2798	MMP-2-claudin-1 complex	ENSG00000163347,ENSG00000087245	Human	2798
2799	RFC complex	ENSG00000035928,ENSG00000049541,ENSG00000133119,ENSG00000163918,ENSG00000111445	Human	2799
2801	OCT4-SOX2 DNA-protein complex	ENSG00000181449	Human	2801
2802	OCT1-SOX2 DNA-protein complex	ENSG00000143190,ENSG00000181449	Human	2802
2803	PAX6-SOX2 DNA-protein complex	ENSG00000007372,ENSG00000181449	Human	2803
2808	RAD9-RAD1-HUS1-APE1 complex	ENSG00000100823,ENSG00000136273,ENSG00000113456,ENSG00000172613	Human	2808
2809	9-1-1 complex	ENSG00000136273,ENSG00000113456,ENSG00000172613	Human	2809
2811	BRCA1-cABL complex	ENSG00000097007,ENSG00000012048	Human	2811
2812	RPAP1-RPB2-RPB3 complex	ENSG00000047315,ENSG00000102978,ENSG00000103932	Human	2812
2813	BRCA1-SMAD3 complex	ENSG00000012048,ENSG00000166949	Human	2813
2814	BRCA1-HDAC1-HDAC2 complex	ENSG00000012048,ENSG00000116478,ENSG00000196591	Human	2814
2815	BRCA1-BARD1-BACH1-DNA damage complex II	ENSG00000156273,ENSG00000138376,ENSG00000012048,ENSG00000020922,ENSG00000104320,ENSG00000113522,ENSG00000101773,ENSG00000163781	Human	2815
2816	ITGAV-ITGB3 complex	ENSG00000056345	Human	2816
2817	BRCA1-BARD1-BACH1-DNA damage complex I	ENSG00000156273,ENSG00000138376,ENSG00000012048,ENSG00000076242,ENSG00000116062,ENSG00000163781	Human	2817
2818	BRCA1-BARD1-BRCA2-DNA damage complex III	ENSG00000138376,ENSG00000012048,ENSG00000139618	Human	2818
2819	BRCA1-CtIP-CtBP complex	ENSG00000012048,ENSG00000159692,ENSG00000101773	Human	2819
2820	BRCA1-VCP complex	ENSG00000012048,ENSG00000165280	Human	2820
2821	hSIR2-p53 complex	ENSG00000096717,ENSG00000141510	Human	2821
